sentence_index;sentence;polaridad
10526;There are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels .;Negativo
10528;Not everything in the film works , including its somewhat convenient ending .;Positivo
10529;The characters , cast in impossibly contrived situations , are totally estranged from reality .;Negativo
10530;Everything else about High Crimes is , like the military system of justice it portrays , tiresomely regimented .;Positivo
10531;Just dreadful .;Positivo
10532;I do n't blame Eddie Murphy but should n't Owen Wilson know a movie must have a story and a script ?;Positivo
10533;Sweet Home Alabama certainly wo n't be remembered as one of -LRB- Witherspoon 's -RRB- better films .;Positivo
10534;hard as this may be to believe , Here on Earth , a surprisingly similar teen drama , was a better film .;Positivo
10535;This is just lazy writing .;Negativo
10536;Even kids deserve better .;Positivo
10538;And Diesel is n't the actor to save it .;Positivo
10539;Bravo reveals the true intent of her film by carefully selecting interview subjects who will construct a portrait of Castro so predominantly charitable it can only be seen as propaganda .;Positivo
10540;... a preachy parable stylized with a touch of John Woo bullet ballet .;Positivo
10541;Frank Capra played this story straight .;Positivo
10543;How about starting with a more original story instead of just slapping extreme humor and gross-out gags on top of the same old crap ?;Positivo
10550;It 's a gag that 's worn a bit thin over the years , though Do n't Ask still finds a few chuckles .;Negativo
10551;An uplifting drama ... What Antwone Fisher is n't , however , is original .;Positivo
10553;Certain to be distasteful to children and adults alike , Eight Crazy Nights is a total misfire .;Negativo
10554;Elaborate special effects take centre screen , so that the human story is pushed to one side .;Negativo
10555;Showtime is n't particularly assaultive , but it can still make you feel that you never want to see another car chase , explosion or gunfight again .;Negativo
10556;All the characters are clinically depressed and have abandoned their slim hopes and dreams .;Positivo
10558;I have no problem with `` difficult '' movies , or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out .;Negativo
10559;But first , you have to give the audience a reason to want to put for that effort;Negativo
10560;Been there , done that ... a thousand times already , and better .;Negativo
10563;Fans of Plympton 's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .;Negativo
10564;Barrels along at the start before becoming mired in sentimentality .;Negativo
10569;The trashy teen-sleaze equivalent of Showgirls .;Negativo
10571;A crass and insulting homage to great films like Some Like It Hot and the John Wayne classics .;Negativo
10573;Well , it 's not as pathetic as The Animal .;Positivo
10574;With all the sympathy , empathy and pity fogging up the screen ... His Secret Life enters the land of unintentional melodrama and tiresome love triangles .;Negativo
10576;What ` Blade Runner ' would 've looked like as a low-budget series on a UHF channel .;Negativo
10579;It never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .;Negativo
10590;Problem is , we have no idea what in creation is going on .;Positivo
10596;Meticulously mounted , exasperatingly well-behaved film , which ticks off Kahlo 's lifetime milestones with the dutiful precision of a tax accountant .;Positivo
10601;The only reason you should see this movie is if you have a case of masochism and an hour and a half to blow .;Positivo
10603;As with so many merchandised-to-the-max movies of this type , more time appears to have gone into recruiting the right bands for the playlist and the costuming of the stars than into the script , which has a handful of smart jokes and not much else .;Negativo
10604;"The Irwins ' scenes are fascinating ; the movie as a whole is cheap junk and an insult to their death-defying efforts .";Negativo
10607;A man leaving the screening said the film was better than Saving Private Ryan .;Positivo
10608;He may have meant the Internet short Saving Ryan 's Privates .;Positivo
10609;But Windtalkers does n't beat that one , either .;Positivo
10613;Those unfamiliar with Mormon traditions may find The Singles Ward occasionally bewildering .;Negativo
10614;Ritchie may not have a novel thought in his head , but he knows how to pose Madonna .;Positivo
10616;Feels like the work of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form .;Positivo
10619;... the cast portrays their cartoon counterparts well ... but quite frankly , Scoob and Shag do n't eat enough during the film . ';Positivo
10623;If there was ever a movie where the upbeat ending feels like a copout , this is the one .;Negativo
10625;Any attempts at nuance given by the capable cast is drowned out by director Jon Purdy 's sledgehammer sap .;Positivo
10626;Its audacious ambitions sabotaged by pomposity , Steven Soderbergh 's space opera emerges as a numbingly dull experience .;Positivo
10628;This is a picture that Maik , the firebrand turned savvy ad man , would be envious of : it hijacks the heat of revolution and turns it into a sales tool .;Negativo
10629;Feels slight , as if it were an extended short , albeit one made by the smartest kids in class .;Negativo
10633;The characters never change .;Positivo
10636;Makes the same mistake as the music industry it criticizes , becoming so slick and watered-down it almost loses what made you love it in the first place .;Negativo
10641;Oversexed , at times overwrought comedy\/drama that offers little insight into the experience of being forty , female and single .;Negativo
10648;Mr. Wollter and Ms. Seldhal give strong and convincing performances , but neither reaches into the deepest recesses of the character to unearth the quaking essence of passion , grief and fear .;Negativo
10653;What happens when something goes bump in the night and nobody cares ?;Positivo
10655;Director George Hickenlooper has had some success with documentaries , but here his sense of story and his juvenile camera movements smack of a film school undergrad , and his maudlin ending might not have gotten him into film school in the first place .;Positivo
10656;Shows moments of promise but ultimately succumbs to cliches and pat storytelling .;Positivo
10658;Some Body is a shaky , uncertain film that nevertheless touches a few raw nerves .;Positivo
10659;All the small moments and flashbacks do n't add up to much more than trite observations on the human condition .;Positivo
10663;Spreads itself too thin , leaving these actors , as well as the members of the commune , short of profound characterizations;Negativo
